SOFile,GitFile,Line
InitialSO.csv5071.txt,InitialGit.csv5071.txt,4
InitialSO.csv5072.txt,InitialGit.csv5072.txt,4
InitialSO.csv5073.txt,InitialGit.csv5073.txt,4
InitialSO.csv5075.txt,InitialGit.csv5075.txt,19
InitialSO.csv5076.txt,InitialGit.csv5076.txt,19
InitialSO.csv5077.txt,InitialGit.csv5077.txt,19
InitialSO.csv5078.txt,InitialGit.csv5078.txt,19
InitialSO.csv5079.txt,InitialGit.csv5079.txt,7
InitialSO.csv5080.txt,InitialGit.csv5080.txt,3
InitialSO.csv5081.txt,InitialGit.csv5081.txt,16
InitialSO.csv5082.txt,InitialGit.csv5082.txt,16
InitialSO.csv5086.txt,InitialGit.csv5086.txt,8
InitialSO.csv5088.txt,InitialGit.csv5088.txt,3
InitialSO.csv5093.txt,InitialGit.csv5093.txt,4
InitialSO.csv5097.txt,InitialGit.csv5097.txt,3
InitialSO.csv5098.txt,InitialGit.csv5098.txt,3
InitialSO.csv5099.txt,InitialGit.csv5099.txt,3
InitialSO.csv5100.txt,InitialGit.csv5100.txt,17
InitialSO.csv5101.txt,InitialGit.csv5101.txt,3
InitialSO.csv5104.txt,InitialGit.csv5104.txt,18
InitialSO.csv5105.txt,InitialGit.csv5105.txt,18
InitialSO.csv5120.txt,InitialGit.csv5120.txt,17
InitialSO.csv5121.txt,InitialGit.csv5121.txt,17
InitialSO.csv5122.txt,InitialGit.csv5122.txt,8
InitialSO.csv5124.txt,InitialGit.csv5124.txt,5
